href,language_num,sex,birth_place,native_language,other_languages,age_sex,age_of_english_onset,english_learning_method,english_residence,length_of_english_residence,age,new_native_language
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=471,arabic16,male,morocco,arabic,"['french', 'spanish', '']","['22,', 'male', '']",16.0,academic,[''],0.0,22.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=512,arabic17,male,morocco,arabic,"['french', '']","['35,', 'male', '']",15.0,academic,[''],0.0,35.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=539,arabic18,male,kuwait,arabic,"['french', '']","['18,', 'male', '']",6.0,academic,[''],0.0,18.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=625,arabic19,male,morocco,arabic,"['french', '']","['43,', 'male', '']",18.0,academic,['usa'],8.0,43.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=643,arabic20,male,lebanon,arabic,"['french', 'german', '']","['36,', 'male', '']",12.0,academic,['usa'],1.0,36.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=920,arabic22,female,united arab emirates,arabic,"['french', 'hebrew', '']","['23,', 'female', '']",10.0,academic,[''],0.0,23.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=927,arabic23,male,egypt,arabic,"['italian', 'farsi', 'french', 'hebrew', '']","['42,', 'male', '']",13.0,academic,['usa'],8.0,42.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=970,arabic24,male,egypt,arabic,['none'],"['40,', 'male', '']",7.0,academic,['uk'],3.0,40.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1115,arabic28,male,united arab emirates,arabic,['none'],"['30,', 'male', '']",12.0,academic,['usa'],1.0,30.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1116,arabic29,male,qatar,arabic,['none'],"['19,', 'male', '']",17.0,academic,['usa'],0.3,19.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1181,arabic31,female,iraq,arabic,['none'],"['47,', 'female', '']",12.0,academic,['usa'],0.3,47.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1204,arabic33,female,iraq,arabic,['none'],"['28,', 'female', '']",11.0,academic,['usa'],0.3,28.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1253,arabic34,female,kuwait,arabic,"['french', '']","['34,', 'female', '']",6.0,academic,['usa'],4.0,34.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1392,arabic36,male,saudi arabia,arabic,['none'],"['36,', 'male', '']",6.0,academic,"['usa,', 'uk']",6.0,36.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1393,arabic37,male,saudi arabia,arabic,['none'],"['18,', 'male', '']",16.0,academic,['usa'],0.4,18.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1405,arabic39,male,saudi arabia,arabic,['none'],"['22,', 'male', '']",5.0,academic,['usa'],2.0,22.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1420,arabic40,male,saudi arabia,arabic,['none'],"['19,', 'male', '']",13.0,academic,['usa'],0.1,19.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1421,arabic41,male,saudi arabia,arabic,['none'],"['25,', 'male', '']",7.0,academic,['usa'],1.5,25.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1422,arabic42,male,saudi arabia,arabic,['none'],"['21,', 'male', '']",13.0,academic,['usa'],0.5,21.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1426,arabic43,female,lebanon,arabic,"['french', 'spanish', '']","['29,', 'female', '']",8.0,academic,[''],0.0,29.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1455,arabic44,female,saudi arabia,arabic,['none'],"['29,', 'female', '']",7.0,academic,['usa'],0.6,29.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1456,arabic45,female,usa,arabic,"['turkish', '']","['32,', 'female', '']",12.0,naturalistic,['usa'],0.5,32.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1457,arabic46,male,saudi arabia,arabic,['none'],"['28,', 'male', '']",13.0,academic,"['uk,', 'usa']",1.0,28.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1458,arabic47,male,saudi arabia,arabic,['none'],"['39,', 'male', '']",16.0,academic,['usa'],0.75,39.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1459,arabic48,male,saudi arabia,arabic,['none'],"['29,', 'male', '']",12.0,academic,['usa'],1.0,29.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1460,arabic49,male,saudi arabia,arabic,['none'],"['26,', 'male', '']",8.0,academic,['usa'],1.0,26.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1461,arabic50,male,saudi arabia,arabic,['none'],"['36,', 'male', '']",22.0,academic,['usa'],0.75,36.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1486,arabic51,male,saudi arabia,arabic,['none'],"['23,', 'male', '']",12.0,academic,['usa'],4.0,23.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1487,arabic52,female,saudi arabia,arabic,['none'],"['21,', 'female', '']",9.0,academic,['usa'],5.0,21.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1565,arabic54,male,iraq,arabic,"['french', '']","['22,', 'male', '']",7.0,academic,['usa'],3.0,22.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1677,arabic56,male,algeria,arabic,"['french', '']","['43,', 'male', '']",12.0,academic,['usa'],3.0,43.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1700,arabic58,male,iraq,arabic,['none'],"['34,', 'male', '']",9.0,academic,['usa'],5.5,34.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1753,arabic61,male,bahrain,arabic,"['turkish', 'urdu', '']","['20,', 'male', '']",7.0,academic,['usa'],1.75,20.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1768,arabic62,male,saudi arabia,arabic,['none'],"['19,', 'male', '']",18.0,academic,['usa'],1.0,19.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1769,arabic63,female,libya,arabic,['none'],"['28,', 'female', '']",10.0,academic,['usa'],0.3,28.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1777,arabic64,male,saudi arabia,arabic,['none'],"['23,', 'male', '']",6.0,naturalistic,['usa'],3.0,23.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1778,arabic65,female,oman,arabic,['none'],"['32,', 'female', '']",10.0,academic,"['canada,', 'usa']",6.0,32.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1784,arabic66,male,saudi arabia,arabic,['none'],"['50,', 'male', '']",14.0,academic,['usa'],1.0,50.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1805,arabic68,male,uk,arabic,['none'],"['20,', 'male', '']",6.0,naturalistic,"['uk,', 'usa']",9.0,20.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1828,arabic71,female,kuwait,arabic,"['turkish', 'spanish', '']","['29,', 'female', '']",21.0,naturalistic,['usa'],8.0,29.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1832,arabic72,female,iraq,arabic,['none'],"['20,', 'female', '']",11.0,academic,['usa'],4.8,20.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1870,arabic74,male,egypt,arabic,"['french', '']","['18,', 'male', '']",4.0,academic,['usa'],0.4,18.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1885,arabic75,female,saudi arabia,arabic,['none'],"['26,', 'female', '']",2.0,naturalistic,['usa'],5.2,26.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1892,arabic76,male,saudi arabia,arabic,['none'],"['25,', 'male', '']",4.0,naturalistic,['usa'],0.2,25.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1894,arabic77,female,saudi arabia,arabic,"['korean', 'japanese', '']","['18,', 'female', '']",4.0,naturalistic,['usa'],1.0,18.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1897,arabic78,female,usa,arabic,['none'],"['19,', 'female', '']",3.0,naturalistic,['usa'],8.0,19.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1899,arabic79,female,saudi arabia,arabic,['none'],"['24,', 'female', '']",13.0,academic,['usa'],1.0,24.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1901,arabic80,male,saudi arabia,arabic,['none'],"['25,', 'male', '']",11.0,academic,['usa'],2.0,25.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1914,arabic81,male,saudi arabia,arabic,"['german', '']","['22,', 'male', '']",17.0,naturalistic,['usa'],3.6,22.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1917,arabic82,male,syria,arabic,['none'],"['42,', 'male', '']",12.0,academic,['usa'],0.3,42.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1920,arabic83,male,saudi arabia,arabic,['none'],"['22,', 'male', '']",21.0,academic,['usa'],1.0,22.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1927,arabic84,female,saudi arabia,arabic,['none'],"['26,', 'female', '']",12.0,academic,['usa'],2.0,26.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1963,arabic85,female,saudi arabia,arabic,['none'],"['24,', 'female', '']",14.0,academic,['usa'],0.4,24.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1964,arabic86,male,egypt,arabic,"['french', 'spanish', '']","['28,', 'male', '']",3.0,academic,"['usa,', 'canada']",2.8,28.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2005,arabic87,female,kuwait,arabic,"['turkish', '']","['49,', 'female', '']",10.0,academic,['usa'],0.5,49.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2008,arabic88,female,lebanon,arabic,"['french', '']","['19,', 'female', '']",4.0,academic,['usa'],3.0,19.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2036,arabic90,female,libya,arabic,"['turkish', '']","['23,', 'female', '']",12.0,academic,['usa'],2.5,23.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2086,arabic91,female,saudi arabia,arabic,['none'],"['57,', 'female', '']",12.0,academic,['usa'],8.0,57.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2087,arabic92,male,iraq,arabic,"['dutch', '']","['36,', 'male', '']",10.0,academic,['usa'],2.0,36.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2112,arabic93,female,iraq,arabic,['none'],"['27,', 'female', '']",10.0,academic,['usa'],4.8,27.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2114,arabic94,female,united arab emirates,arabic,['none'],"['24,', 'female', '']",9.0,academic,['usa'],9.0,24.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2143,arabic95,female,kuwait,arabic,['none'],"['31,', 'female', '']",10.0,academic,['usa'],1.0,31.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2153,arabic96,male,saudi arabia,arabic,['none'],"['21,', 'male', '']",7.0,academic,['usa'],2.0,21.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2154,arabic97,female,united arab emirates,arabic,['none'],"['19,', 'female', '']",4.0,academic,[''],0.0,19.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2155,arabic98,female,united arab emirates,arabic,['none'],"['19,', 'female', '']",4.0,academic,[''],0.0,19.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2157,arabic99,female,saudi arabia,arabic,['none'],"['25,', 'female', '']",16.0,academic,['usa'],2.0,25.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2160,arabic101,male,qatar,arabic,['none'],"['21,', 'male', '']",10.0,academic,['usa'],2.0,21.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2161,arabic102,male,saudi arabia,arabic,"['french', '']","['22,', 'male', '']",3.0,academic,['usa'],5.0,22.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2196,arabic103,male,iraq,arabic,['none'],"['29,', 'male', '']",10.0,academic,['usa'],3.0,29.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2200,arabic104,female,saudi arabia,arabic,['none'],"['31,', 'female', '']",6.0,academic,['usa'],4.0,31.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2201,arabic105,female,saudi arabia,arabic,['none'],"['23,', 'female', '']",12.0,academic,[''],0.0,23.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2202,arabic106,male,saudi arabia,arabic,['none'],"['28,', 'male', '']",12.0,academic,['uk'],2.0,28.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2203,arabic107,male,saudi arabia,arabic,['none'],"['28,', 'male', '']",12.0,academic,['australia'],2.0,28.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2204,arabic108,female,saudi arabia,arabic,['none'],"['30,', 'female', '']",10.0,academic,[''],0.0,30.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2205,arabic109,female,saudi arabia,arabic,['none'],"['19,', 'female', '']",10.0,academic,[''],0.0,19.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2216,arabic110,male,saudi arabia,arabic,['none'],"['27,', 'male', '']",7.0,academic,['uk'],7.0,27.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2217,arabic111,female,saudi arabia,arabic,['none'],"['20,', 'female', '']",5.0,academic,['usa'],3.0,20.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2218,arabic112,female,saudi arabia,arabic,['none'],"['19,', 'female', '']",3.0,academic,['usa'],2.5,19.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2219,arabic113,female,saudi arabia,arabic,"['spanish', '']","['20,', 'female', '']",1.0,naturalistic,['usa'],4.0,20.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2220,arabic114,female,jordan,arabic,['none'],"['23,', 'female', '']",4.0,academic,"['uk,', 'usa']",5.5,23.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2243,arabic116,female,saudi arabia,arabic,['none'],"['30,', 'female', '']",13.0,academic,['usa'],4.0,30.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2253,arabic117,male,saudi arabia,arabic,['none'],"['40,', 'male', '']",37.0,academic,['usa'],3.0,40.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2254,arabic118,male,saudi arabia,arabic,['none'],"['40,', 'male', '']",13.0,academic,"['australia,', 'usa']",3.0,40.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2257,arabic120,male,saudi arabia,arabic,"['amharic', 'tagalog', 'tigrigna', '']","['31,', 'male', '']",13.0,academic,['usa'],3.0,31.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2258,arabic121,male,saudi arabia,arabic,['none'],"['28,', 'male', '']",5.0,academic,['usa'],3.0,28.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2268,arabic122,male,saudi arabia,arabic,['none'],"['31,', 'male', '']",28.0,academic,['usa'],6.0,31.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2304,arabic123,male,saudi arabia,arabic,['none'],"['26,', 'male', '']",12.0,academic,['usa'],0.3,26.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2321,arabic128,male,saudi arabia,arabic,['none'],"['40,', 'male', '']",13.0,academic,['usa'],1.3,40.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2344,arabic130,male,saudi arabia,arabic,"['spanish', '']","['31,', 'male', '']",12.0,academic,['usa'],4.5,31.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2345,arabic131,male,saudi arabia,arabic,['none'],"['20,', 'male', '']",17.0,academic,['usa'],4.0,20.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2399,arabic133,female,saudi arabia,arabic,['none'],"['24,', 'female', '']",12.0,academic,[''],0.0,24.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2407,arabic134,female,saudi arabia,arabic,['none'],"['29,', 'female', '']",13.0,academic,['usa'],0.1,29.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2410,arabic135,female,saudi arabia,arabic,['none'],"['34,', 'female', '']",12.0,academic,['usa'],1.0,34.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2411,arabic136,female,uk,arabic,['none'],"['19,', 'female', '']",14.0,naturalistic,['usa'],5.0,19.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2425,arabic137,male,united arab emirates,arabic,['none'],"['20,', 'male', '']",7.0,academic,['usa'],0.7,20.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2426,arabic138,male,saudi arabia,arabic,['none'],"['25,', 'male', '']",12.0,academic,['usa'],0.2,25.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2433,arabic140,female,saudi arabia,arabic,['none'],"['26,', 'female', '']",6.0,academic,['usa'],2.0,26.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2452,arabic142,male,saudi arabia,arabic,['none'],"['25,', 'male', '']",13.0,academic,"['canada,', 'uk,', 'usa']",0.5,25.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2470,arabic143,female,saudi arabia,arabic,['none'],"['20,', 'female', '']",12.0,academic,['usa'],1.0,20.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2479,arabic144,male,morocco,arabic,"['french', '']","['32,', 'male', '']",29.0,academic,['usa'],3.0,32.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2488,arabic145,female,saudi arabia,arabic,['none'],"['22,', 'female', '']",9.0,academic,['usa'],5.0,22.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2508,arabic146,male,jordan,arabic,['none'],"['27,', 'male', '']",17.0,academic,['usa'],9.0,27.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2544,arabic147,female,saudi arabia,arabic,['none'],"['56,', 'female', '']",16.0,academic,[''],0.0,56.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2550,arabic148,female,saudi arabia,arabic,['none'],"['18,', 'female', '']",12.0,academic,[''],0.0,18.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2584,arabic149,female,saudi arabia,arabic,['none'],"['26,', 'female', '']",12.0,academic,['usa'],0.5,26.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2592,arabic150,female,saudi arabia,arabic,['none'],"['25,', 'female', '']",12.0,academic,['usa'],2.0,25.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2598,arabic151,female,saudi arabia,arabic,"['french', '']","['25,', 'female', '']",5.0,academic,['usa'],3.0,25.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2607,arabic152,female,saudi arabia,arabic,['none'],"['28,', 'female', '']",7.0,naturalistic,['usa'],10.0,28.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2676,arabic153,male,kuwait,arabic,['none'],"['20,', 'male', '']",5.0,academic,"['usa,', 'uk']",3.1,20.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2693,arabic154,male,saudi arabia,arabic,['none'],"['64,', 'male', '']",12.0,academic,['usa'],3.5,64.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2720,arabic155,male,saudi arabia,arabic,['none'],"['28,', 'male', '']",15.0,academic,"['usa,', 'canada']",1.5,28.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2730,arabic156,female,egypt,arabic,['none'],"['18,', 'female', '']",6.0,academic,['usa'],3.5,18.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2734,arabic157,female,yemen,arabic,['none'],"['38,', 'female', '']",6.0,academic,['usa'],2.0,38.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2741,arabic158,male,indonesia,arabic,"['indonesian', '']","['22,', 'male', '']",8.0,academic,['usa'],5.0,22.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2742,arabic159,male,saudi arabia,arabic,['none'],"['19,', 'male', '']",14.0,naturalistic,['usa'],1.0,19.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2743,arabic160,female,jordan,arabic,"['french', '']","['26,', 'female', '']",3.0,academic,['usa'],5.0,26.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2749,arabic161,female,egypt,arabic,"['german', 'french', '']","['38,', 'female', '']",12.0,academic,['usa'],10.0,38.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2750,arabic162,male,saudi arabia,arabic,['none'],"['50,', 'male', '']",12.0,academic,['usa'],8.0,50.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2752,arabic163,female,morocco,arabic,"['french', '']","['27,', 'female', '']",14.0,academic,['usa'],3.0,27.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2765,arabic164,female,morocco,arabic,"['french', '']","['30,', 'female', '']",15.0,academic,['usa'],2.0,30.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2780,arabic166,male,saudi arabia,arabic,['none'],"['18,', 'male', '']",17.0,academic,['usa'],1.0,18.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2788,arabic167,male,saudi arabia,arabic,['none'],"['24,', 'male', '']",19.0,academic,['usa'],0.5,24.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2809,arabic169,female,libya,arabic,"['french', 'swedish', '']","['21,', 'female', '']",11.0,naturalistic,['usa'],2.0,21.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2811,arabic170,female,usa,arabic,['none'],"['19,', 'female', '']",6.0,naturalistic,['usa'],9.0,19.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2832,arabic171,male,saudi arabia,arabic,['none'],"['22,', 'male', '']",18.0,academic,['usa'],5.0,22.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2842,arabic172,male,usa,arabic,['none'],"['39,', 'male', '']",13.0,academic,['usa'],6.0,39.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2864,arabic174,female,saudi arabia,arabic,['none'],"['23,', 'female', '']",8.0,academic,['usa'],0.9,23.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2868,arabic175,male,saudi arabia,arabic,['none'],"['30,', 'male', '']",20.0,academic,['usa'],8.0,30.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2873,arabic176,male,saudi arabia,arabic,['none'],"['19,', 'male', '']",6.0,naturalistic,['usa'],0.1,19.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=179,french1,female,france,french,"['spanish', '']","['20,', 'female', '']",12.0,academic,['usa'],0.4,20.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=180,french2,male,tunisia,french,"['arabic', '']","['19,', 'male', '']",14.0,academic,['usa'],0.5,19.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=181,french3,female,france,french,"['german', '']","['22,', 'female', '']",11.0,academic,['usa'],0.2,22.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=182,french4,female,ivory coast,french,"['appolo', 'baoule', '']","['31,', 'female', '']",14.0,academic,['usa'],9.0,31.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=183,french5,female,cameroon,french,"['pidgin', 'banganthe', '']","['36,', 'female', '']",11.0,academic,['usa'],4.0,36.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=184,french6,female,gabon,french,['none'],"['26,', 'female', '']",13.0,academic,['usa'],1.0,26.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=186,french8,male,belgium,french,"['german', 'dutch', 'italian', '']","['66,', 'male', '']",16.0,academic,[''],0.0,66.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=412,french9,male,martinique,french,"['spanish', 'creole', '']","['21,', 'male', '']",11.0,academic,[''],0.0,21.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=500,french10,male,france,french,"['spanish', 'german', '']","['31,', 'male', '']",10.0,academic,['ireland'],1.0,31.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=514,french11,male,france,french,"['spanish', '']","['31,', 'male', '']",11.0,academic,['usa'],8.0,31.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=524,french12,female,canada,french,"['spanish', '']","['19,', 'female', '']",9.0,academic,['australia'],0.2,19.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=628,french13,male,france,french,"['spanish', '']","['19,', 'male', '']",12.0,academic,[''],0.0,19.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=629,french14,female,france,french,"['german', '']","['23,', 'female', '']",14.0,academic,['usa'],1.0,23.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=633,french15,male,france,french,"['spanish', '']","['32,', 'male', '']",12.0,academic,[''],0.0,32.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=683,french17,male,switzerland,french,"['german', '']","['39,', 'male', '']",14.0,academic,['usa'],5.0,39.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=741,french18,male,usa,french,"['spanish', 'chinese', 'arabic', '']","['22,', 'male', '']",6.0,academic,['uk'],0.3,22.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=804,french20,male,canada,french,"['german', 'spanish', '']","['23,', 'male', '']",12.0,academic,['uk'],2.0,23.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=811,french21,male,france,french,"['spanish', '']","['20,', 'male', '']",9.0,academic,['uk'],0.5,20.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=823,french23,female,belgium,french,"['dutch', 'italian', 'greek', '']","['76,', 'female', '']",16.0,academic,[''],0.0,76.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=832,french24,male,algeria,french,"['german', '']","['47,', 'male', '']",13.0,academic,[''],0.0,47.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=860,french25,male,france,french,"['german', '']","['20,', 'male', '']",12.0,academic,['uk'],0.1,20.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=917,french26,female,canada,french,"['spanish', '']","['27,', 'female', '']",11.0,naturalistic,"['usa,', 'canada']",4.0,27.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=932,french27,female,algeria,french,"['arabic', 'haitian', 'creole', 'french', '']","['38,', 'female', '']",12.0,academic,['usa'],8.0,38.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=957,french28,female,haiti,french,"['haitian', 'creole', 'french', '']","['35,', 'female', '']",11.0,naturalistic,['usa'],10.0,35.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1062,french31,male,france,french,"['ewe', 'cotocoli', 'kabye', 'mina', 'losso', '']","['28,', 'male', '']",15.0,academic,['usa'],7.0,28.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1080,french32,male,democratic republic of congo,french,"['dutch', '']","['60,', 'male', '']",16.0,academic,[''],0.0,60.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1189,french35,male,france,french,['none'],"['27,', 'male', '']",10.0,academic,[''],0.0,27.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1304,french36,female,france,french,['none'],"['32,', 'female', '']",10.0,academic,"['usa,', 'canada']",1.5,32.0,other
